age,sex,race,realrinc,educ,hrs1,marital,bible,childs,paeduc,maeduc,degree
37,0,1,14755,12,35,1,1,3,12,12,0
72,0,1,4086,16,6,1,1,2,16,16,1
58,0,1,NA,9,40,1,1,5,7,7,0
65,0,1,9647.5,12,22,1,1,2,12,10,0
46,0,1,4086,12,NA,1,1,0,NA,NA,0
50,0,1,NA,12,NA,1,2,3,12,12,0
85,1,1,NA,12,NA,1,1,0,3,7,0
73,1,1,NA,16,NA,1,2,1,12,NA,1
89,1,1,54480,12,60,2,1,2,8,10,0
69,1,1,NA,14,NA,2,2,0,8,NA,0
71,1,1,NA,12,NA,3,2,3,9,12,0
66,0,1,NA,12,NA,1,1,1,6,3,0
19,1,1,NA,11,NA,5,1,0,12,12,0
56,1,1,NA,6,NA,1,1,3,NA,NA,0
46,1,1,14755,8,NA,3,2,5,15,8,0
49,0,1,NA,14,NA,1,4,5,10,11,0
34,0,1,12485,14,40,5,4,7,NA,16,0
31,0,1,NA,14,13,1,2,1,14,11,0
32,0,2,9647.5,12,37,5,2,0,NA,12,0
26,1,1,9647.5,17,40,5,3,0,18,20,1
53,1,1,151050.72136000003,12,70,4,3,8,12,12,0
49,1,1,NA,12,30,5,1,0,12,12,0
20,0,2,227,13,65,5,4,0,13,NA,0
39,0,1,20430,12,80,3,2,2,16,18,0
38,0,1,24970,12,70,1,3,2,9,12,0
33,1,1,37455,19,50,5,2,0,NA,12,1
63,1,1,5107.5,12,30,1,2,1,8,8,0
82,1,1,NA,9,NA,1,1,7,NA,8,0
47,0,1,NA,12,65,5,1,3,8,NA,0
38,1,1,NA,14,45,1,1,2,12,12,0
25,1,2,12485,14,64,5,1,1,16,16,0
55,0,2,20430,9,34,5,2,1,NA,NA,0
55,0,3,14755,10,40,1,1,3,NA,NA,0
74,0,1,NA,16,NA,5,1,0,8,16,1
77,1,1,NA,12,NA,1,2,3,8,8,0
61,0,1,227,12,50,2,2,4,12,12,0
29,1,1,45400,12,40,5,2,1,12,13,0
29,0,1,6242.5,12,45,1,3,2,12,12,0
31,0,3,20430,12,40,5,3,3,12,13,0
37,0,1,8512.5,12,47,3,1,2,16,NA,0
74,1,1,NA,12,NA,3,1,4,12,8,0
80,0,1,6242.5,14,24,2,1,4,10,12,0
78,0,1,NA,12,NA,2,1,6,8,8,0
59,1,1,NA,12,NA,1,1,2,6,8,0
39,0,1,4086,12,30,1,2,3,10,9,0
59,1,1,NA,12,NA,3,1,2,12,12,0
52,1,1,63560,12,50,1,2,3,12,12,0
44,0,1,NA,16,NA,1,1,7,NA,20,1
36,0,1,14755,12,36,5,1,1,12,12,0
83,1,1,NA,12,NA,1,2,3,12,NA,0
47,0,1,20430,12,40,3,1,0,12,14,0
65,1,1,6242.5,12,60,1,2,3,12,12,0
37,1,1,NA,12,60,1,2,2,12,12,0
56,0,1,30645,16,30,1,3,2,16,12,1
40,1,1,20430,12,1,1,2,1,12,12,0
39,1,1,37455,16,40,1,2,2,16,16,1
30,0,1,6242.5,19,40,5,2,0,12,12,1
29,1,3,NA,15,NA,5,3,0,12,12,1
24,0,3,908,12,16,5,2,0,16,16,0
59,0,1,NA,12,NA,4,2,3,12,9,0
44,1,1,NA,14,55,1,2,3,NA,12,0
59,1,2,17025,16,NA,3,2,1,12,18,1
39,1,1,17025,18,40,5,3,0,NA,12,1
72,0,1,NA,14,NA,3,1,1,8,12,0
56,0,1,2043,10,38,3,1,2,NA,NA,0
36,0,1,NA,14,40,3,2,3,11,12,0
82,1,1,NA,12,NA,1,1,3,9,NA,0
35,0,1,NA,13,25,5,3,3,12,12,0
37,1,1,NA,15,40,1,2,2,11,14,0
62,1,1,30645,12,50,1,2,1,12,12,0
33,0,1,20430,20,50,1,2,1,12,11,1
25,1,1,NA,12,8,5,2,0,12,12,0
40,0,1,8512.5,16,36,1,2,0,16,16,0
63,0,1,NA,14,NA,3,2,1,17,12,0
50,0,1,30645,20,45,1,2,2,14,13,1
71,1,1,NA,14,NA,1,2,0,12,12,0
77,1,1,NA,8,NA,2,1,3,4,3,0
33,1,1,NA,12,NA,5,3,0,12,NA,0
54,1,1,NA,12,NA,5,2,0,NA,11,0
41,1,1,NA,12,NA,1,2,4,NA,14,0
51,1,1,37455,17,40,1,2,2,12,12,1
42,0,1,4086,12,55,5,2,0,12,12,0
73,1,1,NA,13,NA,1,2,3,11,10,0
23,1,1,NA,12,NA,5,2,0,14,13,0
57,1,1,NA,12,NA,5,1,0,NA,NA,0
65,1,1,NA,19,NA,NA,3,8,9,12,1
58,1,3,NA,2,50,1,2,6,0,0,0
59,1,1,20430,13,44,3,3,0,10,12,0
27,0,1,NA,18,40,1,2,0,14,14,1
29,1,1,17025,16,42,5,3,0,18,13,1
32,0,1,12485,12,45,1,2,3,NA,12,0
32,1,1,17025,11,40,5,3,1,14,12,0
27,1,3,12485,13,40,5,3,0,10,12,0
40,0,1,10782.5,12,37,1,2,0,NA,12,0
30,0,1,NA,17,NA,1,3,2,12,12,1
68,0,1,NA,14,NA,5,3,0,NA,NA,0
47,0,1,7377.5,17,40,3,2,1,11,11,1
51,1,1,NA,9,3,5,1,0,9,10,0
56,0,1,12485,11,55,1,2,3,NA,10,0
70,1,1,NA,10,72,3,1,2,6,12,0
80,1,3,NA,13,NA,1,1,6,NA,NA,0
53,0,1,NA,8,32,1,3,2,7,12,0
79,1,1,NA,12,NA,3,1,4,8,NA,0
57,0,1,14755,12,40,1,1,2,8,12,0
59,0,1,NA,10,NA,2,1,3,NA,13,0
61,0,1,6242.5,12,30,1,1,2,12,12,0
45,1,1,NA,12,70,3,1,2,12,12,0
66,1,1,NA,12,NA,3,1,2,0,0,0
55,0,1,1589,12,50,3,1,2,8,8,0
60,0,1,NA,12,NA,1,1,2,NA,13,0
79,0,1,NA,12,NA,2,1,3,NA,NA,0
55,1,1,54480,12,40,1,2,4,8,NA,0
48,0,1,7377.5,14,40,1,2,2,NA,11,0
56,0,1,20430,14,40,3,1,2,NA,8,0
66,1,1,NA,12,NA,1,1,2,NA,12,0
30,0,1,24970,19,NA,1,2,2,12,12,1
21,0,1,NA,12,44,5,2,1,12,12,0
29,1,1,5107.5,12,60,3,2,1,12,14,0
81,0,1,NA,12,NA,1,1,3,NA,8,0
57,0,1,17025,12,40,3,1,2,12,8,0
37,1,1,5107.5,12,48,3,2,3,11,12,0
77,1,1,NA,8,NA,1,2,6,7,6,0
67,1,2,NA,10,NA,4,3,2,0,0,0
34,0,3,8512.5,3,40,1,1,4,6,0,0
24,0,2,14755,16,40,5,2,0,14,16,1
21,0,3,10782.5,16,40,5,2,0,14,12,0
30,1,3,2497,6,35,5,1,3,0,NA,0
28,0,2,NA,13,NA,5,2,2,NA,16,0
22,0,2,NA,14,NA,5,2,0,NA,11,0
84,1,2,NA,4,NA,1,1,7,NA,7,0
65,1,1,NA,12,40,1,1,1,8,8,0
74,1,1,NA,12,NA,1,1,2,6,NA,0
89,0,1,NA,12,NA,5,1,0,3,3,0
46,1,2,37455,12,40,3,2,4,NA,12,0
74,0,1,NA,8,NA,2,1,5,NA,NA,0
34,0,1,4086,11,37,1,1,3,NA,11,0
34,0,2,20430,14,57,1,1,3,NA,9,0
64,0,2,NA,10,NA,2,1,4,NA,NA,0
40,0,1,20430,15,45,1,2,5,12,12,0
56,1,2,908,14,50,1,1,2,NA,11,0
26,0,2,NA,14,NA,5,1,3,NA,12,0
64,1,1,NA,13,NA,3,2,2,NA,8,0
68,0,1,6242.5,17,16,5,2,0,12,12,1
30,0,1,12485,12,60,1,1,1,NA,12,0
41,0,1,NA,12,NA,2,2,3,9,12,0
22,1,2,NA,12,NA,5,NA,2,NA,NA,0
66,0,1,NA,11,NA,3,1,1,NA,20,0
35,0,1,10782.5,12,40,1,1,6,10,4,0
43,1,1,NA,9,NA,1,1,3,9,10,0
48,0,1,17025,12,47,1,1,2,NA,12,0
34,1,3,9647.5,6,43,5,1,4,2,0,0
60,1,1,NA,10,NA,1,1,1,16,12,0
52,0,1,NA,11,NA,3,1,0,NA,NA,0
37,0,2,NA,11,NA,5,1,4,NA,20,0
25,0,2,NA,11,NA,5,1,1,NA,12,0
41,0,2,NA,10,40,5,3,3,NA,12,0
41,1,2,227,12,55,5,1,2,NA,12,0
77,0,2,NA,9,NA,2,1,7,5,0,0
23,0,2,908,13,33,5,2,1,NA,12,0
53,0,2,NA,12,NA,5,1,2,NA,6,0
30,1,2,12485,10,48,5,3,1,NA,16,0
21,0,2,1589,13,42,5,2,0,NA,12,0
75,1,2,NA,6,NA,4,1,3,NA,NA,0
77,1,2,NA,12,NA,1,2,3,NA,NA,0
68,1,2,NA,10,NA,1,1,7,NA,9,0
28,0,2,9647.5,12,40,1,1,2,NA,16,0
20,0,2,NA,12,NA,5,1,0,NA,12,0
66,1,1,227,6,NA,3,1,5,NA,NA,0
52,1,2,37455,10,NA,3,1,6,NA,5,0
40,1,1,14755,12,45,1,3,0,12,12,0
31,0,2,NA,12,NA,1,2,0,12,14,0
32,1,2,9647.5,12,46,5,1,0,NA,12,0
53,0,2,NA,9,NA,5,3,1,NA,NA,0
78,1,2,NA,14,NA,4,2,2,NA,12,0
54,1,1,14755,13,NA,1,2,2,11,12,0
25,0,1,4086,14,NA,5,1,1,14,16,0
53,0,1,10782.5,8,NA,1,2,4,NA,12,0
54,0,1,NA,12,NA,3,2,0,8,12,0
26,1,1,17025,12,50,5,1,0,12,12,0
75,1,1,NA,NA,10,1,NA,3,NA,NA,0
56,1,1,54480,17,44,1,2,0,12,12,1
36,0,1,24970,20,NA,1,3,0,16,14,1
52,0,1,24970,12,35,3,4,3,NA,6,0
68,1,2,NA,10,30,1,2,3,NA,NA,0
67,1,2,NA,12,NA,3,2,2,9,9,0
53,1,1,37455,15,46,1,2,2,12,11,1
43,0,1,30645,14,40,1,3,1,12,12,0
38,0,1,NA,16,NA,1,3,2,16,16,1
68,0,1,2951,12,NA,2,2,3,11,11,0
57,0,1,2951,16,55,2,3,3,16,16,1
39,1,1,37455,12,27,5,2,4,NA,11,0
66,1,1,908,16,NA,5,3,0,20,12,1
74,1,1,NA,17,NA,2,2,3,12,16,1
39,0,1,NA,14,NA,5,3,2,13,NA,0
50,1,1,24970,14,28,1,3,2,12,11,0
74,0,1,NA,12,NA,3,2,0,NA,15,0
35,0,1,NA,17,NA,1,1,2,16,14,1
76,1,1,NA,20,NA,1,2,2,12,12,1
65,0,1,NA,18,NA,2,2,5,12,12,1
54,0,1,17025,18,37,1,2,0,14,12,1
25,0,1,4086,16,55,5,3,0,14,14,1
87,0,1,NA,12,NA,2,1,4,12,8,0
46,0,1,NA,12,NA,3,1,3,12,NA,0
29,0,1,14755,14,60,1,2,0,10,16,0
89,1,1,NA,8,NA,2,2,2,6,NA,0
68,0,1,NA,14,NA,3,1,2,12,14,0
19,1,1,NA,12,NA,5,2,0,12,16,0
37,0,1,NA,12,36,3,3,2,12,13,0
75,0,1,7377.5,12,36,1,1,4,8,8,0
67,0,1,1589,12,NA,1,2,3,12,14,0
72,1,1,NA,16,NA,1,2,2,14,12,0
79,0,1,NA,12,NA,2,2,6,8,8,0
